path,label,label_id,type,split
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-10).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-11).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-12).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-13).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-14).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-15).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-16).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-17).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-18).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-19).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-2).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-20).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-3).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-4).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-5).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-6).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-7).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-8).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(3-9).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-1).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-10).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-11).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-12).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-13).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-14).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-15).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-16).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-17).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-18).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-19).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-2).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-20).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-21).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-3).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-4).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-5).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-6).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-7).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-8).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(4-9).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-1).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-10).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-11).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-12).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-13).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-14).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-15).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-16).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-17).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-2).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-3).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-4).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-5).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-6).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-7).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-8).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(5-9).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-1).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-10).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-11).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-12).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-13).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-14).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-15).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-16).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-17).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-18).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-19).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-2).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-3).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-4).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-5).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-6).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-7).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-8).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(6-9).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-1).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-10).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-11).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-12).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-13).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-14).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-2).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-3).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-4).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-5).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-6).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-7).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-8).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(7-9).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-1).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-10).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-11).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-12).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-13).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-14).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-2).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-3).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-4).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-5).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-6).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-7).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-8).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(8-9).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-1).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-10).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-11).txt,Assistance,0,word,val
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-12).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-13).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-2).txt,Assistance,0,word,test
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-3).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-4).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-5).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-6).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-7).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-8).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Assistance\Assistance(9-9).txt,Assistance,0,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-1).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-10).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-11).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-12).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-13).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-14).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(1-15).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(1-2).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-3).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-4).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-6).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-7).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(1-8).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(1-9).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-1).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(10-10).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(10-11).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-12).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-13).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-14).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-15).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-16).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(10-17).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-18).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(10-19).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-2).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-20).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-21).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(10-22).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-23).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-3).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-4).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-6).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-7).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(10-8).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(10-9).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(2-1).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-10).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-11).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(2-12).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(2-13).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(2-14).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(2-15).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(2-16).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-17).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-18).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-19).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-2).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-20).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-21).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(2-22).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-23).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(2-24).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-25).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-3).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(2-4).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(2-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-6).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(2-7).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-8).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(2-9).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(3-1).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-10).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-11).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(3-12).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-13).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-14).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-15).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(3-16).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-17).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(3-2).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-3).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-4).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-6).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-7).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(3-8).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(3-9).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-1).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-10).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-11).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-12).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-13).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-14).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(4-15).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-2).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(4-3).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-4).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-6).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-7).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(4-8).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(4-9).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(5-1).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(5-10).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(5-11).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(5-12).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(5-13).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(5-14).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(5-15).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(5-2).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(5-3).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(5-4).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(5-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(5-6).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(5-7).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(5-8).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(5-9).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(6-1).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-10).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-11).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(6-12).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-13).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-14).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(6-15).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-2).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-3).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-4).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-6).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-7).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(6-8).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(6-9).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-1).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-10).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-11).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(7-12).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(7-13).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-14).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-15).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-16).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-17).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(7-18).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-19).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-2).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(7-20).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-3).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-4).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-5).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-6).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(7-7).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(7-8).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(7-9).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(8-1).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-10).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-11).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-12).txt,Do,1,word,train
D:\data-20260324T130558Z-3-001\data\Do\Do(8-13).txt,Do,1,word,test
D:\data-20260324T130558Z-3-001\data\Do\Do(8-14).txt,Do,1,word,val
D:\data-20260324T130558Z-3-001\data\Do\Do(8-15).txt,Do,1,word,test
